Num_of_kids,Num_of_Teen,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Complain,Cost_Contact,Revenue,Response,Education_cat,Status_cat,Registration_date_month,Registration_date_year,Recency_norm,Num_Web_Purchases_norm,Num_Store_Purchases_norm,Num_Deals_Purchases_norm,Num_Catalog_Purchases_norm,Num_Web_Visits_norm,Age_norm,Income_norm,Mnt_Fruits_norm,Mnt_Meat_norm,Mnt_sweet_norm,Mnt_Fish_norm,Mnt_Gold_Products_norm,Mnt_Wines_norm
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,11.0,2012.0,0.20202020202020204,0.8,0.25925925925925924,0.14285714285714285,0.6923076923076923,0.35000000000000003,0.19417475728155337,0.04520435049388212,0.3281982585398526,0.0,0.10614849187935034,0.058011049723756904,0.10646387832699619,0.03861003861003861
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,2,3.0,2013.0,0.26262626262626265,0.7333333333333333,0.2222222222222222,0.10714285714285714,0.38461538461538464,0.2,0.37864077669902907,0.11061666085157068,0.49095780308104486,0.04522613065326633,0.10382830626450115,0.18232044198895025,0.07224334600760456,0.04633204633204634
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,10.0,2012.0,0.030303030303030304,0.7333333333333333,0.1111111111111111,0.14285714285714285,0.7692307692307693,0.4,0.4563106796116504,0.0919111012187639,0.7361018084393838,0.0,0.025522041763341066,0.09392265193370165,0.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,5,10.0,2012.0,0.13131313131313133,0.7333333333333333,0.2962962962962963,0.10714285714285714,0.5384615384615385,0.35000000000000003,0.22330097087378636,0.08794530601441342,0.32685867381111855,0.11557788944723618,0.04060324825986078,0.16298342541436464,0.0,0.05791505791505792
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,3,2,10.0,2012.0,0.030303030303030304,0.7333333333333333,0.1111111111111111,0.14285714285714285,0.7692307692307693,0.4,0.4563106796116504,0.0919111012187639,0.7361018084393838,0.0,0.025522041763341066,0.09392265193370165,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,1,9.0,2012.0,0.5555555555555556,0.7333333333333333,0.2962962962962963,0.17857142857142855,0.6923076923076923,0.30000000000000004,0.40776699029126207,0.08362158162590083,0.6302746148693905,0.07035175879396985,0.2296983758700696,0.4861878453038674,0.22053231939163498,0.29343629343629346
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,2,7.0,2013.0,0.11111111111111112,0.6666666666666666,0.18518518518518517,0.07142857142857142,0.6923076923076923,0.0,0.19417475728155337,0.06665152736503964,0.2290689886135298,0.04522613065326633,0.06438515081206496,0.052486187845303865,0.053231939163498096,0.07335907335907337
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,2,9.0,2012.0,0.4141414141414142,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.46153846153846156,0.4,0.3203883495145631,0.07767364077144266,0.3275284661754856,0.03015075376884422,0.08758700696055684,0.3646408839779005,0.022813688212927757,0.03088803088803089
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,2,6.0,2013.0,0.17171717171717174,0.6666666666666666,0.25925925925925924,0.14285714285714285,0.6923076923076923,0.25,0.2427184466019417,0.08851227787335925,0.17883456128600134,0.21105527638190955,0.17865429234338748,0.058011049723756904,0.1596958174904943,0.21235521235521235
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,1.0,2013.0,0.21212121212121213,0.6666666666666666,0.25925925925925924,0.03571428571428571,0.6153846153846154,0.35000000000000003,0.2135922330097087,0.06659889072030993,0.27461486939048896,0.0,0.03364269141531322,0.12154696132596685,0.034220532319391636,0.07335907335907337
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,9.0,2012.0,0.98989898989899,0.6666666666666666,0.14814814814814814,0.21428571428571427,0.6923076923076923,0.35000000000000003,0.2524271844660194,0.1226328548912978,0.290020093770931,0.4472361809045226,0.37645011600928074,0.281767955801105,0.38783269961977185,0.06177606177606178
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,3.0,2013.0,0.04040404040404041,0.6,0.37037037037037035,0.07142857142857142,0.6153846153846154,0.4,0.2427184466019417,0.07184902005606554,0.4045545880776959,0.0,0.057424593967517396,0.07734806629834254,0.0,0.07335907335907337
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,3,3.0,2013.0,0.30303030303030304,0.6,0.18518518518518517,0.03571428571428571,0.6153846153846154,0.35000000000000003,0.2912621359223301,0.05314797213566418,0.15472203616878766,0.035175879396984924,0.07888631090487239,0.10773480662983426,0.057034220532319393,0.015444015444015444
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,1.0,2013.0,0.6464646464646465,0.6,0.2962962962962963,0.03571428571428571,0.46153846153846156,0.45,0.35922330097087374,0.07359204494868679,0.20964501004688546,0.04020100502512563,0.05974477958236658,0.34806629834254144,0.015209125475285171,0.02316602316602317
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,4.0,2013.0,0.4646464646464647,0.5333333333333333,0.3333333333333333,0.07142857142857142,0.38461538461538464,0.4,0.33009708737864074,0.07439061804444337,0.15405224380442062,0.07035175879396985,0.08990719257540603,0.1602209944751381,0.09125475285171103,0.31660231660231664
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,0,3,6.0,2013.0,0.5151515151515152,0.5333333333333333,0.2222222222222222,0.10714285714285714,0.38461538461538464,0.30000000000000004,0.4271844660194174,0.09489785483114165,0.3215003348961822,0.4321608040201005,0.14385150812064965,0.39779005524861877,0.3269961977186312,0.2895752895752896
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,2,10.0,2012.0,0.7070707070707072,0.5333333333333333,0.18518518518518517,0.03571428571428571,0.38461538461538464,0.0,0.27184466019417475,0.06413699965109423,0.15003348961821836,0.0,0.016821345707656612,0.027624309392265192,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,2.0,2013.0,0.494949494949495,0.5333333333333333,0.2222222222222222,0.10714285714285714,0.38461538461538464,0.0,0.20388349514563103,0.0774074497395238,0.18754186202277293,0.035175879396984924,0.04640371229698376,0.07458563535911603,0.0,0.07722007722007722
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,3.0,2013.0,0.5151515151515152,0.5333333333333333,0.3333333333333333,0.03571428571428571,0.5384615384615385,0.4,0.2912621359223301,0.08339599600563062,0.31078365706630945,0.02512562814070352,0.036542923433874705,0.19337016574585636,0.0,0.02702702702702703
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,0,1,8.0,2012.0,0.5252525252525253,0.5333333333333333,0.2962962962962963,0.3214285714285714,0.6153846153846154,0.30000000000000004,0.30097087378640774,0.09391279762262834,0.8137977227059611,0.1658291457286432,0.14385150812064965,0.4116022099447514,0.44106463878326996,0.2471042471042471
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,3,4.0,2013.0,0.09090909090909091,0.5333333333333333,0.25925925925925924,0.10714285714285714,0.5384615384615385,0.4,0.30097087378640774,0.06164503049917586,0.2625586068318821,0.02512562814070352,0.05220417633410672,0.30939226519337015,0.09885931558935361,0.10810810810810811
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,2,2.0,2013.0,0.7272727272727273,0.5333333333333333,0.2222222222222222,0.14285714285714285,1.0,0.30000000000000004,0.33009708737864074,0.07965127470914495,0.4594775619557937,0.08542713567839195,0.08178654292343386,0.09668508287292818,0.09885931558935361,0.0888030888030888
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,3.0,2013.0,0.8787878787878789,0.5333333333333333,0.4074074074074074,0.03571428571428571,0.46153846153846156,0.4,0.16504854368932037,0.09331273987270955,0.3060951105157401,0.02512562814070352,0.060904872389791184,0.1464088397790055,0.06463878326996197,0.05791505791505792
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,4,8.0,2012.0,0.6060606060606061,0.5333333333333333,0.25925925925925924,0.07142857142857142,0.46153846153846156,0.4,0.41747572815533973,0.07799698016049665,0.2337575351640991,0.020100502512562814,0.04466357308584687,0.11878453038674033,0.0,0.02316602316602317
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.0,0,2,1,6.0,2014.0,0.23232323232323235,0.5333333333333333,0.37037037037037035,0.14285714285714285,0.46153846153846156,0.4,0.27184466019417475,0.09014551776411564,0.4293369055592766,0.035175879396984924,0.03190255220417633,0.07734806629834254,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,7.0,2013.0,0.37373737373737376,0.4666666666666667,0.4074074074074074,0.07142857142857142,0.9230769230769231,0.30000000000000004,0.23300970873786403,0.08743397860846758,0.5164099129269926,0.2562814070351759,0.08874709976798144,0.42541436464088395,0.03802281368821293,0.2084942084942085
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,3.0,2013.0,0.696969696969697,0.4666666666666667,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4,0.43689320388349506,0.05859060120071706,0.18084393837910248,0.01507537688442211,0.015081206496519721,0.2734806629834254,0.022813688212927757,0.15057915057915058
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,3.0,2013.0,0.5151515151515152,0.4666666666666667,0.2222222222222222,0.03571428571428571,0.3076923076923077,0.45,0.17475728155339804,0.04276802579496373,0.10314802411252512,0.10050251256281408,0.037703016241299306,0.07458563535911603,0.045627376425855515,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,3.0,2013.0,0.696969696969697,0.4666666666666667,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4,0.43689320388349506,0.05859060120071706,0.18084393837910248,0.01507537688442211,0.015081206496519721,0.2734806629834254,0.022813688212927757,0.15057915057915058
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,1,12.0,2012.0,0.5454545454545455,0.4666666666666667,0.2222222222222222,0.07142857142857142,0.38461538461538464,0.4,0.33009708737864074,0.05688066219906878,0.11051574012056262,0.01507537688442211,0.08468677494199535,0.11325966850828728,0.09125475285171103,0.015444015444015444
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,10.0,2013.0,0.6060606060606061,0.4666666666666667,0.2222222222222222,0.10714285714285714,0.38461538461538464,0.35000000000000003,0.30097087378640774,0.08306363319176582,0.19557937039517748,0.01507537688442211,0.04408352668213457,0.0718232044198895,0.011406844106463879,0.03861003861003861
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,11.0,2012.0,0.9292929292929294,0.4666666666666667,0.3333333333333333,0.21428571428571427,0.6923076923076923,0.4,0.38834951456310673,0.07706455959671307,0.5733422638981915,0.0,0.04350348027842227,0.5497237569060773,0.034220532319391636,0.04633204633204634
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,2.0,2013.0,0.6161616161616162,0.4666666666666667,0.14814814814814814,0.10714285714285714,0.38461538461538464,0.25,0.20388349514563103,0.07748565275455081,0.144675150703282,0.04522613065326633,0.03248259860788863,0.3453038674033149,0.034220532319391636,0.07722007722007722
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,2,8.0,2013.0,0.5656565656565657,0.4666666666666667,0.1111111111111111,0.03571428571428571,0.46153846153846156,0.30000000000000004,0.2427184466019417,0.06727414367698545,0.10917615539182852,0.010050251256281407,0.02262180974477958,0.03038674033149171,0.04182509505703422,0.03088803088803089
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,4,8.0,2012.0,0.8181818181818182,0.4666666666666667,0.2962962962962963,0.21428571428571427,0.6923076923076923,0.30000000000000004,0.14563106796116504,0.08302603558838745,0.4996651038178165,0.04020100502512563,0.07192575406032482,0.022099447513812154,0.030418250950570342,0.04247104247104247
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,10.0,2012.0,0.4141414141414142,0.4666666666666667,0.25925925925925924,0.10714285714285714,0.3076923076923077,0.4,0.1844660194174757,0.059244799499500705,0.18821165438714,0.035175879396984924,0.048143851508120644,0.3287292817679558,0.0,0.05791505791505792
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,4,4,6.0,2014.0,0.5656565656565657,0.4666666666666667,0.2962962962962963,0.07142857142857142,0.38461538461538464,0.35000000000000003,0.4854368932038834,0.0936691651527365,0.27193569993302075,0.0,0.016821345707656612,0.022099447513812154,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,1,6.0,2013.0,0.6464646464646465,0.4666666666666667,0.2222222222222222,0.21428571428571427,0.3076923076923077,0.30000000000000004,0.2427184466019417,0.06181797947471636,0.25385130609511053,0.020100502512562814,0.05336426914153132,0.27071823204419887,0.034220532319391636,0.04633204633204634
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,4,3.0,2013.0,0.8181818181818182,0.4666666666666667,0.4074074074074074,0.10714285714285714,0.3076923076923077,0.35000000000000003,0.41747572815533973,0.09440607817895257,0.6604152712659076,0.18090452261306533,0.09686774941995359,0.2983425414364641,0.0,0.06177606177606178
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,6.0,2013.0,0.5757575757575758,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002,0.17475728155339804,0.09721687500751952,0.21969189551239116,0.04522613065326633,0.07134570765661252,0.3011049723756906,0.09125475285171103,0.04633204633204634
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,3,4,10.0,2012.0,0.8181818181818182,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.3076923076923077,0.4,0.33009708737864074,0.06834492342120144,0.11185532484929671,0.010050251256281407,0.02494199535962877,0.052486187845303865,0.0076045627376425855,0.02316602316602317
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,2,2,6.0,2013.0,0.10101010101010102,0.4666666666666667,0.18518518518518517,0.14285714285714285,0.3076923076923077,0.30000000000000004,0.40776699029126207,0.07334690857465982,0.19892833221701273,0.0,0.021461716937354988,0.4198895027624309,0.0,0.0501930501930502
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,5.0,2014.0,0.7171717171717172,0.4666666666666667,0.14814814814814814,0.03571428571428571,0.5384615384615385,0.2,0.30097087378640774,0.09737779274997894,0.1332886805090422,0.04522613065326633,0.03248259860788863,0.016574585635359115,0.07984790874524715,0.07722007722007722
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,8.0,2012.0,0.37373737373737376,0.4666666666666667,0.4074074074074074,0.17857142857142855,0.6153846153846154,0.35000000000000003,0.3689320388349514,0.08924768699544017,0.5284661754855995,0.0,0.0765661252900232,0.4198895027624309,0.10646387832699619,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0,2,3,1.0,2014.0,0.5858585858585859,0.4666666666666667,0.3333333333333333,0.14285714285714285,0.6153846153846154,0.30000000000000004,0.22330097087378636,0.09565281470697931,0.43804420629604823,0.035175879396984924,0.05278422273781902,0.08287292817679558,0.057034220532319393,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,3.0,2013.0,0.8787878787878789,0.4666666666666667,0.1111111111111111,0.07142857142857142,0.6153846153846154,0.4,0.23300970873786403,0.08713018997317035,0.4172806430006698,0.2663316582914573,0.10266821345707657,0.3674033149171271,0.06463878326996197,0.0888030888030888
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,0,2,8.0,2012.0,0.9494949494949496,0.4666666666666667,0.14814814814814814,0.03571428571428571,0.3076923076923077,0.4,0.22330097087378636,0.05106957662090788,0.04889484259879437,0.01507537688442211,0.05162412993039443,0.08839779005524862,0.0038022813688212928,0.04633204633204634
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,4.0,2013.0,0.25252525252525254,0.4666666666666667,0.37037037037037035,0.07142857142857142,0.9230769230769231,0.0,0.16504854368932037,0.08834534451435927,0.17749497655726723,1.0,0.1751740139211137,0.46961325966850825,0.034220532319391636,0.9034749034749034
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,6.0,2014.0,0.4747474747474748,0.4666666666666667,0.1111111111111111,0.03571428571428571,0.46153846153846156,0.25,0.1553398058252427,0.07286866705968695,0.06496985934360348,0.06030150753768844,0.048143851508120644,0.04143646408839779,0.03802281368821293,0.0501930501930502
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,10.0,2013.0,0.48484848484848486,0.4666666666666667,0.25925925925925924,0.07142857142857142,0.6923076923076923,0.30000000000000004,0.17475728155339804,0.08442466643406282,0.2304085733422639,0.17587939698492464,0.10266821345707657,0.04696132596685083,0.08745247148288973,0.05791505791505792
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,0,2,8.0,2012.0,0.9494949494949496,0.4666666666666667,0.14814814814814814,0.03571428571428571,0.3076923076923077,0.4,0.22330097087378636,0.05106957662090788,0.04889484259879437,0.01507537688442211,0.05162412993039443,0.08839779005524862,0.0038022813688212928,0.04633204633204634
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0,2,4,8.0,2013.0,0.24242424242424243,0.4666666666666667,0.14814814814814814,0.21428571428571427,0.6153846153846154,0.15000000000000002,0.35922330097087374,0.08456001780622496,0.1942397856664434,0.2964824120603015,0.10208816705336426,0.08011049723756905,0.019011406844106463,0.2972972972972973
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,6.0,2013.0,0.5757575757575758,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002,0.17475728155339804,0.09721687500751952,0.21969189551239116,0.04522613065326633,0.07134570765661252,0.3011049723756906,0.09125475285171103,0.04633204633204634
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,3,1,8.0,2013.0,0.020202020202020204,0.4666666666666667,0.18518518518518517,0.03571428571428571,0.6153846153846154,0.35000000000000003,0.2135922330097087,0.07765709782595619,0.15338245144005358,0.035175879396984924,0.08062645011600927,0.03038674033149171,0.011406844106463879,0.03861003861003861
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0,4,4,6.0,2014.0,0.5656565656565657,0.4666666666666667,0.2962962962962963,0.07142857142857142,0.38461538461538464,0.35000000000000003,0.4854368932038834,0.0936691651527365,0.27193569993302075,0.0,0.016821345707656612,0.022099447513812154,0.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,4,4.0,2013.0,0.9090909090909092,0.4666666666666667,0.07407407407407407,0.17857142857142855,0.38461538461538464,0.25,0.2524271844660194,0.10997148597759784,0.5733422638981915,0.2964824120603015,0.2819025522041763,0.2016574585635359,0.11026615969581749,0.22393822393822393
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,1,10.0,2012.0,0.98989898989899,0.4,0.14814814814814814,0.17857142857142855,0.5384615384615385,0.30000000000000004,0.3495145631067961,0.07351233802952464,0.3074346952444742,0.0,0.01334106728538283,0.011049723756906077,0.0,0.02316602316602317
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,4,8.0,2012.0,0.3434343434343435,0.4,0.14814814814814814,0.07142857142857142,0.6923076923076923,0.45,0.2621359223300971,0.07766762515490212,0.6001339584728734,0.05025125628140704,0.058004640371229696,0.09392265193370165,0.03802281368821293,0.0501930501930502
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,5,1.0,2013.0,0.24242424242424243,0.4,0.37037037037037035,0.17857142857142855,0.7692307692307693,0.4,0.3203883495145631,0.07601934622279437,0.638312123241795,0.0,0.04060324825986078,0.48066298342541436,0.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,1,1.0,2013.0,0.2828282828282829,0.4,0.2222222222222222,0.2857142857142857,0.3076923076923077,0.35000000000000003,0.27184466019417475,0.061410421454094824,0.21701272605492297,0.24120603015075376,0.10730858468677494,0.5469613259668508,0.06844106463878327,0.15057915057915058
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,2.0,2013.0,0.17171717171717174,0.4,0.2222222222222222,0.10714285714285714,1.0,0.35000000000000003,0.33009708737864074,0.10692457619981471,0.8070997990622907,0.0,0.1357308584686775,0.5662983425414364,0.053231939163498096,0.07335907335907337
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,3,10.0,2012.0,0.8080808080808082,0.4,0.1111111111111111,0.03571428571428571,0.38461538461538464,0.4,0.27184466019417475,0.051377876968610514,0.1058271935699933,0.0,0.012761020881670533,0.049723756906077346,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,2,5.0,2013.0,0.5050505050505051,0.4,0.14814814814814814,0.07142857142857142,0.38461538461538464,0.30000000000000004,0.3203883495145631,0.07066995921411985,0.05425318151373074,0.09045226130653267,0.06496519721577726,0.058011049723756904,0.049429657794676805,0.18146718146718147
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1,4,5,1.0,2013.0,0.24242424242424243,0.4,0.37037037037037035,0.17857142857142855,0.7692307692307693,0.4,0.3203883495145631,0.07601934622279437,0.638312123241795,0.0,0.04060324825986078,0.48066298342541436,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,5,6.0,2013.0,0.48484848484848486,0.4,0.2962962962962963,0.07142857142857142,0.5384615384615385,0.35000000000000003,0.3980582524271844,0.08503825932119782,0.12659075686537172,0.05025125628140704,0.14617169373549885,0.17679558011049723,0.1634980988593156,0.21621621621621623
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,2,2,10.0,2012.0,0.696969696969697,0.4,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.4,0.20388349514563103,0.06985333926874165,0.10649698593436034,0.020100502512562814,0.025522041763341066,0.10497237569060773,0.0076045627376425855,0.02316602316602317
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,4,2,4.0,2013.0,0.11111111111111112,0.4,0.4074074074074074,0.07142857142857142,0.5384615384615385,0.4,0.3980582524271844,0.08736329511411625,0.42129939718687204,0.0,0.040023201856148494,0.09668508287292818,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0,3,4,2.0,2014.0,0.3535353535353536,0.4,0.2222222222222222,0.03571428571428571,0.3076923076923077,0.4,0.2621359223300971,0.06447537808149957,0.11185532484929671,0.010050251256281407,0.05104408352668213,0.09392265193370165,0.0,0.0
